id,DOE,Age,First_Name,Last_Name,Gender,profession,Working_experience,Salary,Platforms,Hobbies,Counttyandstate,demographics,indebt,isHomeOwner,Owns_Car,Phone
1150,4/27/2021 11:05,21,helen,bennett,female,Software Engineer,9,"$13,549 ",Instagram,Sports,"Germany, Texas",Urban,TRUE,FALSE,TRUE,6562-9722
1151,4/27/2021 11:05,47,philip,cramer,male,Student,1,"$17,938 ",Facebook,Sports,"Germany, MassachUnited States of America s of Americaetts",Rural,TRUE,FALSE,FALSE,(1) 356-5634
1152,4/27/2021 11:05,54,daniel,tonini,female,Student,1,"$14,141 ",YouTube,Lifestlye,"Germany, ",Urban,FALSE,FALSE,TRUE,(21) 555-4252
1153,4/27/2021 11:06,40,annette,roulet,non-binary,Software Engineer,1,"$16,966 ",Facebook,Travel,"Germany, Wisconsin",Urban,FALSE,TRUE,TRUE,(11) 555-1189
1154,4/27/2021 11:06,56,yoshi,tannamuri,non-binary,Student,3,"$19,546 ",Instagram,Sports,"Germany, Indiana",Rural,FALSE,FALSE,FALSE,0372-035188
1155,4/27/2021 11:06,62,john,steel,male,Software Engineer,6,"$15,335 ",Instagram,Travel,"Germany, Oklahoma",Sub_Urban,FALSE,TRUE,FALSE,(1) 123-5555
1156,4/27/2021 11:06,32,renate,messner,female,Marketer Manager,3,"$15,077 ",YouTube,Lifestlye,"Germany, Florida",Urban,FALSE,TRUE,FALSE,(505) 555-5939
1157,4/27/2021 11:06,60,jaime,yorres,male,Marketer Manager,8,"$15,611 ",Facebook,Lifestlye,"Germany, ",Rural,FALSE,FALSE,TRUE,0522-556721
1158,4/27/2021 11:06,46,carlos,gonzález,male,Student,2,"$18,089 ",YouTube,Lifestlye,"Germany, Pennsylvania",Sub_Urban,TRUE,TRUE,FALSE,(21) 555-3412
1159,4/27/2021 11:06,53,felipe,izquierdo,female,Marketer Manager,9,"$12,892 ",Facebook,Lifestlye,"Germany, Colorado",Rural,FALSE,FALSE,FALSE,0897-034214
1160,4/27/2021 11:06,30,fran,wilson,female,Student,3,"$15,577 ",Instagram,Travel,"Germany, New Jersey",Urban,TRUE,FALSE,TRUE,(91) 745 6200
1161,4/27/2021 11:06,49,giovanni,rovelli,female,Student,5,"$13,618 ",YouTube,Sports,"Germany, New York",Sub_Urban,FALSE,TRUE,TRUE,07-98 92 35
1162,4/27/2021 11:06,24,catherine,dewey,non-binary,Marketer Manager,8,"$11,559 ",YouTube,Lifestlye,"Germany, Illinois",Sub_Urban,TRUE,FALSE,FALSE,(208) 555-8097
1163,4/27/2021 11:06,39,jean,fresnière,male,Marketer Manager,2,"$16,683 ",Instagram,Lifestlye,"Germany, ",Rural,TRUE,TRUE,FALSE,(171) 555-1717
1164,4/27/2021 11:06,45,alexander,feuer,male,Student,6,"$11,507 ",YouTube,Travel,"Germany, Georgia",Rural,FALSE,TRUE,TRUE,31 12 34 56
1165,4/27/2021 11:06,19,simon,crowther,non-binary,Marketer Manager,5,"$12,063 ",Facebook,Travel,"Germany, Texas",Rural,FALSE,FALSE,TRUE,(1) 47.55.60.10
1166,4/27/2021 11:06,59,yvonne,moncada,female,Software Engineer,9,"$13,642 ",Facebook,Lifestlye,"Germany, MassachUnited States of America s of Americaetts",Sub_Urban,TRUE,FALSE,TRUE,(307) 555-4680
1167,4/27/2021 11:06,62,rene,phillips,non-binary,Marketer Manager,5,"$12,000 ",Facebook,Sports,"Germany, Florida",Sub_Urban,FALSE,FALSE,TRUE,(071) 23 67 22 20
1168,4/27/2021 11:06,23,henriette,pfalzheim,non-binary,Marketer Manager,2,"$11,294 ",Facebook,Sports,"Germany, Virginia",Urban,FALSE,TRUE,TRUE,(503) 555-3612
1169,4/27/2021 11:06,45,marie,bertrand,non-binary,Software Engineer,5,"$14,065 ",Instagram,Lifestlye,"Germany, District of Columbia",Sub_Urban,TRUE,FALSE,FALSE,(406) 555-5834
1170,4/27/2021 11:06,45,guillermo,fernández,male,Marketer Manager,4,"$18,014 ",YouTube,Travel,"Germany, New York",Urban,TRUE,TRUE,TRUE,0251-031259
1171,4/27/2021 11:06,61,georg,pipps,non-binary,Marketer Manager,7,"$19,945 ",Facebook,Lifestlye,"Germany, Florida",Rural,TRUE,TRUE,TRUE,(5) 555-2933
1172,4/27/2021 11:06,61,isabel,castro,male,Student,6,"$11,603 ",Instagram,Lifestlye,"Germany, ",Rural,FALSE,FALSE,TRUE,(11) 555-2167
1173,4/27/2021 11:06,37,bernardo,batista,male,Marketer Manager,2,"$11,322 ",YouTube,Travel,"Germany, New York",Sub_Urban,FALSE,FALSE,TRUE,(206) 555-8257
1174,4/27/2021 11:06,47,lúcia,carvalho,male,Marketer Manager,5,"$15,956 ",YouTube,Lifestlye,"Germany, Illinois",Rural,FALSE,FALSE,TRUE,86 21 32 43
1175,4/27/2021 11:06,28,horst,kloss,female,Software Engineer,7,"$12,441 ",Instagram,Lifestlye,"Germany, California",Rural,FALSE,TRUE,FALSE,78.32.54.86
1176,4/27/2021 11:06,45,sergio,gutiérrez,male,Student,7,"$11,098 ",Instagram,Lifestlye,"Germany, Illinois",Sub_Urban,TRUE,FALSE,TRUE,26.47.15.10
1177,4/27/2021 11:06,42,paula,wilson,male,Student,5,"$15,073 ",Facebook,Travel,"Germany, ",Urban,FALSE,TRUE,FALSE,0711-020361
1178,4/27/2021 11:06,56,maurizio,moroni,female,Student,9,"$19,697 ",YouTube,Sports,"Germany, Texas",Sub_Urban,TRUE,FALSE,TRUE,981-443655
1179,4/27/2021 11:06,50,janete,limeira,male,Marketer Manager,4,"$19,318 ",YouTube,Sports,"Germany, North Carolina",Urban,FALSE,FALSE,FALSE,(14) 555-8122
1180,4/27/2021 11:06,18,michael,holz,non-binary,Student,3,"$18,488 ",Instagram,Travel,"Germany, ",Sub_Urban,FALSE,TRUE,FALSE,(206) 555-4112
1181,4/27/2021 11:06,44,alejandra,camino,non-binary,Software Engineer,4,"$13,787 ",YouTube,Sports,"Germany, Illinois",Sub_Urban,TRUE,TRUE,TRUE,90-224 8858
1182,4/27/2021 11:06,30,jonas,bergulfsen,male,Student,5,"$12,096 ",Facebook,Lifestlye,"Germany, Washington",Rural,FALSE,FALSE,TRUE,(26) 642-7012
1183,4/27/2021 11:06,58,jose,pavarotti,female,Software Engineer,6,"$12,208 ",YouTube,Sports,"Germany, California",Sub_Urban,FALSE,FALSE,TRUE,030-0074321
1184,4/27/2021 11:06,20,hari,kumar,non-binary,Student,3,"$15,988 ",Instagram,Lifestlye,"Germany, District of Columbia",Sub_Urban,TRUE,FALSE,TRUE,030-0074321
1185,4/27/2021 11:06,56,jytte,petersen,female,Student,2,"$10,175 ",Instagram,Sports,"Germany, Indiana",Urban,FALSE,FALSE,TRUE,(5) 555-4729
1186,4/27/2021 11:06,23,dominique,perrier,female,Software Engineer,4,"$17,169 ",Facebook,Travel,"Germany, California",Rural,TRUE,FALSE,FALSE,(5) 555-3932
1187,4/27/2021 11:06,25,art,braunschweiger,non-binary,Student,5,"$16,014 ",Facebook,Sports,"Germany, ",Urban,TRUE,TRUE,TRUE,(171) 555-7788
1188,4/27/2021 11:06,44,pascale,cartrain,female,Student,4,"$11,667 ",YouTube,Sports,"Germany, Pennsylvania",Urban,TRUE,TRUE,TRUE,0921-12 34 65
1189,4/27/2021 11:06,26,liz,nixon,non-binary,Student,3,"$18,867 ",YouTube,Sports,"Germany, ",Rural,TRUE,TRUE,FALSE,0621-08460
1190,4/27/2021 11:06,54,liu,wong,female,Marketer Manager,8,"$11,823 ",Instagram,Travel,"Germany, Nebraska",Rural,FALSE,TRUE,TRUE,88.60.15.31
1191,4/27/2021 11:06,50,karin,josephs,non-binary,Software Engineer,4,"$15,147 ",Facebook,Sports,"Germany, MassachUnited States of America s of Americaetts",Rural,FALSE,FALSE,FALSE,(91) 555 22 82
1192,4/27/2021 11:06,59,miguel,paolino,male,Student,2,"$11,356 ",Facebook,Travel,"Germany, Maine",Sub_Urban,FALSE,TRUE,TRUE,91.24.45.40
1193,4/27/2021 11:06,61,anabela,domingues,non-binary,Software Engineer,2,"$13,072 ",Facebook,Lifestlye,"Germany, ",Rural,TRUE,TRUE,FALSE,(604) 555-4729
1194,4/27/2021 11:06,41,helvetius,nagy,non-binary,Software Engineer,1,"$13,259 ",YouTube,Sports,"Germany, New York",Rural,FALSE,TRUE,TRUE,(171) 555-1212
1195,4/27/2021 11:06,32,palle,ibsen,non-binary,Software Engineer,4,"$16,199 ",Facebook,Travel,"Germany, New York",Rural,FALSE,FALSE,FALSE,(1) 135-5555
1196,4/27/2021 11:06,49,mary,saveley,non-binary,Student,9,"$10,546 ",Instagram,Travel,"Germany, California",Urban,FALSE,TRUE,FALSE,(5) 555-3392
1197,4/27/2021 11:06,49,paul,henriot,female,Student,7,"$15,231 ",Instagram,Sports,"Germany, District of Columbia",Urban,FALSE,FALSE,TRUE,0452-076545
1198,4/27/2021 11:06,41,rita,müller,male,Software Engineer,7,"$17,965 ",YouTube,Lifestlye,"Germany, Texas",Sub_Urban,TRUE,TRUE,TRUE,(11) 555-7647
1199,4/27/2021 11:06,58,pirkko,koskitalo,non-binary,Marketer Manager,7,"$12,083 ",YouTube,Travel,"Germany, Minnesota",Urban,TRUE,FALSE,TRUE,(171) 555-2282
1200,4/27/2021 11:06,29,paula,parente,female,Software Engineer,8,"$12,040 ",Facebook,Sports,"Germany, MassachUnited States of America s of Americaetts",Sub_Urban,FALSE,TRUE,FALSE,0241-039123
1201,4/27/2021 11:06,56,karl,jablonski,male,Marketer Manager,1,"$14,534 ",YouTube,Lifestlye,"Germany, Washington",Urban,TRUE,FALSE,FALSE,40.67.88.88
1202,4/27/2021 11:06,19,matti,karttunen,male,Software Engineer,8,"$11,752 ",Instagram,Travel,"Germany, Michigan",Rural,FALSE,TRUE,FALSE,(171) 555-0297
1203,4/27/2021 11:06,20,zbyszek,piestrzeniewicz,male,Software Engineer,4,"$19,807 ",Facebook,Travel,"Germany, ",Urban,FALSE,FALSE,TRUE,7675-3425
1204,4/27/2021 11:06,54,harrison,susan ,male,Software Engineer,4,"$11,849 ",Instagram,Lifestlye,"Germany, ",Sub_Urban,FALSE,FALSE,TRUE,(11) 555-9857
1205,4/27/2021 11:06,34,jones,kennan,non-binary,Student,4,"$12,642 ",Facebook,Lifestlye,"Germany, Texas",Urban,TRUE,TRUE,FALSE,(91) 555 94 44
1206,4/27/2021 11:06,19,johnson,terry,non-binary,Marketer Manager,6,"$11,600 ",YouTube,Sports,"Germany, District of Columbia",Rural,FALSE,FALSE,TRUE,20.16.10.16
1207,4/27/2021 11:06,19,polus,patty,female,Marketer Manager,7,"$14,402 ",Facebook,Sports,"Germany, Wisconsin",Sub_Urban,TRUE,FALSE,FALSE,0695-34 67 21
1208,4/27/2021 11:06,45,key,kerry,female,Software Engineer,6,"$13,799 ",Facebook,Travel,"Germany, New York",Rural,TRUE,TRUE,TRUE,089-0877310
1209,4/27/2021 11:06,40,martin,teresa,female,Student,1,"$10,618 ",Instagram,Lifestlye,"Germany, Indiana",Rural,FALSE,TRUE,TRUE,40.32.21.21
1210,4/27/2021 11:06,54,logan,yolanda,male,Student,8,"$11,132 ",Instagram,Lifestlye,"Germany, ",Sub_Urban,TRUE,FALSE,FALSE,011-4988260
1211,4/27/2021 11:06,49,diaz,juanita,male,Marketer Manager,7,"$15,491 ",Facebook,Lifestlye,"Germany, Pennsylvania",Rural,TRUE,TRUE,TRUE,(1) 354-2534
1212,4/27/2021 11:06,50,smith,susanne,non-binary,Student,6,"$15,795 ",YouTube,Travel,"Germany, Arizona",Rural,FALSE,TRUE,TRUE,(93) 203 4560
1213,4/27/2021 11:06,18,metre,marge,male,Marketer Manager,6,"$17,633 ",YouTube,Lifestlye,"Germany, ",Urban,TRUE,TRUE,TRUE,(95) 555 82 82
1214,4/27/2021 11:06,36,lucas,karen,male,Marketer Manager,5,"$11,487 ",Instagram,Lifestlye,"Germany, Georgia",Rural,TRUE,FALSE,TRUE,(11) 555-9482
1215,4/27/2021 11:06,19,matheson,kim,male,Marketer Manager,6,"$17,848 ",YouTube,Travel,"Germany, New York",Rural,FALSE,FALSE,TRUE,(503) 555-7555
1216,4/27/2021 11:06,61,thomas,jim,female,Student,9,"$15,009 ",Instagram,Sports,"Germany, MassachUnited States of America s of Americaetts",Rural,FALSE,FALSE,FALSE,(2) 283-2951
1217,4/27/2021 11:06,43,rogers,paul,female,Marketer Manager,9,"$19,749 ",YouTube,Sports,"Germany, Indiana",Rural,TRUE,FALSE,TRUE,(21) 555-0091
1218,4/27/2021 11:06,49,rufus,reginald,non-binary,Marketer Manager,8,"$12,113 ",Facebook,Travel,"Germany, New York",Sub_Urban,FALSE,FALSE,FALSE,(5) 555-1340
1219,4/27/2021 11:06,23,trevors,sandy,male,Software Engineer,9,"$11,044 ",Instagram,Lifestlye,"Germany, North Carolina",Urban,FALSE,FALSE,TRUE,(503) 555-6874
1220,4/27/2021 11:06,49,egan,gregory,male,Marketer Manager,8,"$12,431 ",Instagram,Travel,"Germany, South Carolina",Rural,TRUE,FALSE,TRUE,2967 542
1221,4/27/2021 11:06,21,claire ,gute,non-binary,Marketer Manager,8,"$17,979 ",Facebook,Sports,"Germany, MassachUnited States of America s of Americaetts",Rural,TRUE,TRUE,FALSE,(198) 555-8888
1222,4/27/2021 11:06,28,claire ,gute,male,Software Engineer,1,"$11,582 ",Instagram,Sports,"Germany, MassachUnited States of America s of Americaetts",Sub_Urban,FALSE,FALSE,FALSE,0555-09876
1223,4/27/2021 11:06,34,darrin,huff,male,Software Engineer,5,"$11,308 ",YouTube,Travel,"Germany, California",Rural,TRUE,FALSE,TRUE,30.59.84.10
1224,4/27/2021 11:06,55,sean,o'donnell,female,Student,4,"$14,917 ",YouTube,Travel,"Germany, Florida",Sub_Urban,FALSE,TRUE,TRUE,61.77.61.10
1225,4/27/2021 11:06,41,sean,o'donnell,non-binary,Marketer Manager,2,"$18,793 ",Instagram,Sports,"Germany, ",Urban,FALSE,TRUE,FALSE,(604) 555-3392
1226,4/27/2021 11:07,22,brosina,hoffman,non-binary,Student,8,"$11,620 ",YouTube,Travel,"Germany, Wisconsin",Urban,TRUE,TRUE,FALSE,(509) 555-7969
1227,4/27/2021 11:07,51,brosina,hoffman,non-binary,Student,3,"$17,503 ",Instagram,Sports,"Germany, ",Rural,TRUE,FALSE,FALSE,069-0245984
1228,4/27/2021 11:07,23,brosina,hoffman,non-binary,Software Engineer,4,"$14,766 ",Facebook,Travel,"Germany, Minnesota",Rural,FALSE,TRUE,FALSE,(415) 555-5938
1229,4/27/2021 11:07,39,brosina,hoffman,female,Student,7,"$15,362 ",Instagram,Travel,"Germany, Tennessee",Rural,FALSE,FALSE,TRUE,(9) 331-6954
1230,4/27/2021 11:07,28,brosina,hoffman,female,Marketer Manager,9,"$15,192 ",Facebook,Travel,"Germany, Florida",Sub_Urban,FALSE,FALSE,TRUE,(8) 34-56-12
1231,4/27/2021 11:07,33,brosina,hoffman,male,Software Engineer,2,"$16,622 ",YouTube,Sports,"Germany, Washington",Rural,FALSE,FALSE,TRUE,(503) 555-9573
1232,4/27/2021 11:07,50,brosina,hoffman,male,Marketer Manager,3,"$16,093 ",Facebook,Travel,"Germany, Tennessee",Rural,TRUE,TRUE,TRUE,035-640230
1233,4/27/2021 11:07,26,andrew,allen,male,Marketer Manager,4,"$16,704 ",YouTube,Sports,"Germany, MassachUnited States of America s of Americaetts",Urban,FALSE,TRUE,TRUE,(02) 201 24 67
1234,4/27/2021 11:07,23,irene,maddox,male,Software Engineer,1,"$10,100 ",Instagram,Sports,"Germany, Pennsylvania",Rural,TRUE,FALSE,FALSE,(514) 555-8054
1235,4/27/2021 11:07,33,harold,pawlan,female,Marketer Manager,7,"$16,657 ",YouTube,Travel,"Germany, North Carolina",Urban,TRUE,FALSE,FALSE,0342-023176
1236,4/27/2021 11:07,46,harold,pawlan,non-binary,Software Engineer,2,"$15,875 ",Instagram,Travel,"Germany, Connecticut",Rural,FALSE,FALSE,FALSE,(171) 555-7733
1237,4/27/2021 11:07,20,pete,kriz,female,Marketer Manager,5,"$14,271 ",Instagram,Sports,"Germany, ",Urban,TRUE,TRUE,TRUE,(1) 135-5333
1238,4/27/2021 11:07,37,alejandro,grove,male,Software Engineer,1,"$10,237 ",Facebook,Sports,"Germany, Oregon",Rural,TRUE,FALSE,FALSE,(907) 555-7584
1239,4/27/2021 11:07,53,zuschuss,donatelli,female,Student,3,"$17,226 ",Facebook,Lifestlye,"Germany, California",Urban,FALSE,TRUE,TRUE,0221-0644327
1240,4/27/2021 11:07,36,zuschuss,donatelli,non-binary,Marketer Manager,2,"$18,032 ",Facebook,Sports,"Germany, New Jersey",Sub_Urban,TRUE,FALSE,TRUE,(1) 42.34.22.66
1241,4/27/2021 11:07,43,zuschuss,donatelli,non-binary,Software Engineer,1,"$15,218 ",Facebook,Lifestlye,"Germany, Illinois",Urban,TRUE,TRUE,TRUE,(5) 552-3745
1242,4/27/2021 11:07,20,ken,black,female,Marketer Manager,7,"$14,025 ",YouTube,Lifestlye,"Germany, Washington",Urban,FALSE,FALSE,FALSE,6562-9722
1243,4/27/2021 11:07,36,ken,black,female,Marketer Manager,5,"$16,073 ",YouTube,Lifestlye,"Germany, North Carolina",Urban,FALSE,TRUE,TRUE,(1) 356-5634
1244,4/27/2021 11:07,37,sandra,flanagan,female,Marketer Manager,1,"$12,542 ",YouTube,Travel,"Germany, Pennsylvania",Rural,FALSE,TRUE,TRUE,(21) 555-4252
1245,4/27/2021 11:07,49,emily,burns,male,Software Engineer,6,"$11,537 ",Instagram,Travel,"Germany, MassachUnited States of America s of Americaetts",Rural,FALSE,TRUE,FALSE,(11) 555-1189
1246,4/27/2021 11:07,24,eric,hoffmann,female,Student,5,"$10,754 ",YouTube,Sports,"Germany, Illinois",Rural,FALSE,TRUE,TRUE,0372-035188
1247,4/27/2021 11:07,58,eric,hoffmann,female,Student,3,"$17,396 ",YouTube,Lifestlye,"Germany, South Dakota",Sub_Urban,FALSE,TRUE,FALSE,(1) 123-5555
1248,4/27/2021 11:07,50,tracy,blumstein,female,Student,7,"$17,823 ",YouTube,Travel,"Germany, Illinois",Sub_Urban,FALSE,TRUE,TRUE,(505) 555-5939
1249,4/27/2021 11:07,57,tracy,blumstein,non-binary,Software Engineer,9,"$15,507 ",Facebook,Travel,"Germany, West Virginia",Urban,TRUE,FALSE,FALSE,0522-556721
1250,4/27/2021 11:07,56,tracy,blumstein,non-binary,Student,9,"$14,235 ",YouTube,Travel,"Germany, Minnesota",Sub_Urban,TRUE,FALSE,TRUE,(21) 555-3412
1251,4/27/2021 11:07,35,tracy,blumstein,male,Software Engineer,9,"$10,540 ",Instagram,Travel,"Germany, ",Urban,FALSE,FALSE,TRUE,0897-034214
1252,4/27/2021 11:07,57,tracy,blumstein,male,Marketer Manager,2,"$15,510 ",Facebook,Travel,"Germany, Pennsylvania",Urban,TRUE,FALSE,FALSE,(91) 745 6200
1253,4/27/2021 11:07,18,tracy,blumstein,non-binary,Marketer Manager,3,"$18,461 ",Instagram,Lifestlye,"Germany, District of Columbia",Urban,TRUE,TRUE,TRUE,07-98 92 35
1254,4/27/2021 11:07,28,tracy,blumstein,non-binary,Student,7,"$17,926 ",YouTube,Lifestlye,"Germany, District of Columbia",Sub_Urban,FALSE,FALSE,FALSE,(208) 555-8097
1255,4/27/2021 11:07,45,matt,abelman,non-binary,Software Engineer,5,"$15,131 ",Facebook,Lifestlye,"Germany, New York",Rural,TRUE,TRUE,TRUE,(171) 555-1717
1256,4/27/2021 11:07,42,gene,hale,female,Marketer Manager,2,"$18,697 ",Instagram,Lifestlye,"Germany, Tennessee",Sub_Urban,FALSE,TRUE,FALSE,31 12 34 56
1257,4/27/2021 11:07,40,gene,hale,female,Software Engineer,3,"$11,129 ",YouTube,Sports,"Germany, Minnesota",Urban,TRUE,TRUE,TRUE,(1) 47.55.60.10
1258,4/27/2021 11:07,48,steve,nguyen,non-binary,Software Engineer,6,"$13,145 ",Instagram,Lifestlye,"Germany, North Carolina",Urban,FALSE,FALSE,TRUE,(307) 555-4680
1259,4/27/2021 11:07,47,steve,nguyen,female,Marketer Manager,7,"$18,553 ",Instagram,Travel,"Germany, Arizona",Sub_Urban,TRUE,TRUE,TRUE,(071) 23 67 22 20
1260,4/27/2021 11:07,59,steve,nguyen,female,Software Engineer,9,"$13,720 ",Instagram,Lifestlye,"Germany, ",Urban,TRUE,FALSE,FALSE,(503) 555-3612
1261,4/27/2021 11:07,52,steve,nguyen,male,Marketer Manager,1,"$19,648 ",YouTube,Sports,"Germany, Illinois",Urban,TRUE,FALSE,FALSE,(406) 555-5834
1262,4/27/2021 11:07,24,linda,cazamias,non-binary,Marketer Manager,7,"$14,067 ",YouTube,Travel,"Germany, District of Columbia",Sub_Urban,FALSE,FALSE,FALSE,0251-031259
1263,4/27/2021 11:07,33,ruben,ausman,non-binary,Marketer Manager,8,"$14,195 ",Instagram,Lifestlye,"Germany, Minnesota",Sub_Urban,TRUE,FALSE,FALSE,(5) 555-2933
1264,4/27/2021 11:07,43,erin,smith,female,Software Engineer,3,"$19,873 ",Facebook,Lifestlye,"Germany, ",Sub_Urban,TRUE,FALSE,FALSE,(11) 555-2167
1265,4/27/2021 11:07,19,odella,nelson,non-binary,Marketer Manager,4,"$19,244 ",Facebook,Lifestlye,"Germany, Pennsylvania",Urban,FALSE,TRUE,TRUE,(206) 555-8257
1266,4/27/2021 11:07,18,odella,nelson,male,Software Engineer,6,"$17,281 ",YouTube,Travel,"Germany, California",Urban,FALSE,TRUE,TRUE,86 21 32 43
1267,4/27/2021 11:07,29,patrick,o'donnell,male,Marketer Manager,7,"$12,509 ",YouTube,Travel,"Germany, MassachUnited States of America s of Americaetts",Rural,TRUE,FALSE,TRUE,78.32.54.86
1268,4/27/2021 11:07,22,lena,hernandez,male,Marketer Manager,4,"$15,016 ",YouTube,Sports,"Germany, New York",Rural,TRUE,TRUE,TRUE,26.47.15.10
1269,4/27/2021 11:07,54,lena,hernandez,non-binary,Student,8,"$16,533 ",YouTube,Travel,"Germany, ",Sub_Urban,TRUE,FALSE,TRUE,0711-020361
1270,4/27/2021 11:07,49,darren,powers,non-binary,Student,5,"$14,727 ",YouTube,Travel,"Germany, New York",Rural,TRUE,TRUE,FALSE,981-443655
1271,4/27/2021 11:07,26,darren,powers,non-binary,Student,1,"$10,681 ",Facebook,Lifestlye,"Germany, Illinois",Urban,FALSE,TRUE,TRUE,(14) 555-8122
1272,4/27/2021 11:07,58,darren,powers,non-binary,Software Engineer,4,"$13,932 ",YouTube,Travel,"Germany, California",Rural,TRUE,TRUE,FALSE,(206) 555-4112
1273,4/27/2021 11:07,52,darren,powers,non-binary,Software Engineer,3,"$15,560 ",Instagram,Lifestlye,"Germany, Florida",Urban,TRUE,TRUE,TRUE,90-224 8858
1274,4/27/2021 11:07,36,janet,molinari,male,Marketer Manager,9,"$14,016 ",Instagram,Lifestlye,"Germany, MassachUnited States of America s of Americaetts",Sub_Urban,FALSE,TRUE,FALSE,(26) 642-7012
1275,4/27/2021 11:07,33,janet,molinari,female,Marketer Manager,8,"$17,339 ",Facebook,Travel,"Germany, Georgia",Sub_Urban,TRUE,TRUE,FALSE,030-0074321
1276,4/27/2021 11:07,20,ted,butterfield,male,Marketer Manager,1,"$10,719 ",Instagram,Sports,"Germany, New York",Urban,TRUE,TRUE,FALSE,(5) 555-4729
1277,4/27/2021 11:07,37,ted,butterfield,non-binary,Marketer Manager,6,"$10,074 ",Facebook,Sports,"Germany, Illinois",Rural,TRUE,TRUE,TRUE,(5) 555-3932
1278,4/27/2021 11:07,41,ted,butterfield,male,Software Engineer,9,"$19,485 ",Facebook,Travel,"Germany, Texas",Sub_Urban,FALSE,TRUE,TRUE,(171) 555-7788
1279,4/27/2021 11:07,50,ted,butterfield,non-binary,Marketer Manager,7,"$14,157 ",Instagram,Sports,"Germany, MassachUnited States of America s of Americaetts",Sub_Urban,FALSE,TRUE,TRUE,0921-12 34 65
1280,4/27/2021 11:07,41,ted,butterfield,non-binary,Marketer Manager,4,"$18,511 ",YouTube,Lifestlye,"Germany, Wisconsin",Rural,TRUE,TRUE,TRUE,0621-08460
1281,4/27/2021 11:07,28,ted,butterfield,male,Student,1,"$12,149 ",Instagram,Lifestlye,"China, ",Rural,TRUE,TRUE,FALSE,88.60.15.31
1282,4/27/2021 11:07,25,ted,butterfield,non-binary,Marketer Manager,2,"$19,644 ",Instagram,Travel,"China, Colorado",Urban,FALSE,TRUE,FALSE,(91) 555 22 82
1283,4/27/2021 11:07,53,kunst,miller,female,Marketer Manager,5,"$19,747 ",Facebook,Sports,"China, Maryland",Rural,TRUE,FALSE,FALSE,91.24.45.40
1284,4/27/2021 11:07,55,kunst,miller,non-binary,Marketer Manager,5,"$16,713 ",Instagram,Sports,"China, Maryland",Rural,TRUE,TRUE,FALSE,(604) 555-4729
1285,4/27/2021 11:07,57,kunst,miller,female,Software Engineer,8,"$14,207 ",Facebook,Lifestlye,"China, ",Rural,FALSE,TRUE,TRUE,(171) 555-1212
1286,4/27/2021 11:07,37,kunst,miller,female,Student,6,"$17,141 ",YouTube,Travel,"China, Georgia",Urban,FALSE,TRUE,FALSE,(1) 135-5555
1287,4/27/2021 11:07,52,paul,stevenson,non-binary,Marketer Manager,8,"$18,652 ",YouTube,Sports,"China, ",Urban,FALSE,TRUE,TRUE,(5) 555-3392
1288,4/27/2021 11:07,42,brendan,sweed,male,Marketer Manager,2,"$19,078 ",YouTube,Travel,"China, New York",Sub_Urban,TRUE,TRUE,FALSE,0452-076545
1289,4/27/2021 11:07,52,brendan,sweed,female,Student,3,"$13,936 ",Instagram,Sports,"Ghana, Maryland",Urban,TRUE,TRUE,FALSE,(11) 555-7647
1290,4/27/2021 11:07,42,karen,daniels,male,Marketer Manager,6,"$19,307 ",Facebook,Lifestlye,"Ghana, ",Sub_Urban,TRUE,FALSE,FALSE,(171) 555-2282
1291,4/27/2021 11:07,46,henry,macallister,female,Software Engineer,3,"$11,075 ",YouTube,Lifestlye,"Ghana, ",Rural,TRUE,FALSE,TRUE,0241-039123
1292,4/27/2021 11:07,35,tracy,blumstein,non-binary,Marketer Manager,6,"$13,876 ",Facebook,Travel,"Canada, Indiana",Sub_Urban,FALSE,FALSE,TRUE,40.67.88.88
1293,4/27/2021 11:07,63,joel,eaton,non-binary,Software Engineer,6,"$14,615 ",Facebook,Lifestlye,"Canada, MassachUnited States of America s of Americaetts",Sub_Urban,TRUE,TRUE,FALSE,(171) 555-0297
1294,4/27/2021 11:07,35,joel,eaton,female,Software Engineer,2,"$17,265 ",YouTube,Sports,"Canada, MassachUnited States of America s of Americaetts",Rural,TRUE,TRUE,FALSE,7675-3425
1295,4/27/2021 11:07,19,joel,eaton,non-binary,Marketer Manager,7,"$16,379 ",YouTube,Lifestlye,"Canada, ",Sub_Urban,FALSE,TRUE,FALSE,(11) 555-9857
1296,4/27/2021 11:07,52,ken,brennan,female,Student,2,"$19,118 ",Facebook,Travel,"Canada, Pennsylvania",Urban,FALSE,FALSE,TRUE,(91) 555 94 44
1297,4/27/2021 11:07,33,ken,brennan,non-binary,Software Engineer,6,"$14,652 ",YouTube,Travel,"Canada, Maryland",Urban,TRUE,TRUE,TRUE,20.16.10.16
1298,4/27/2021 11:07,58,ken,brennan,male,Student,1,"$16,792 ",Facebook,Travel,"Canada, Texas",Urban,FALSE,TRUE,TRUE,0695-34 67 21
1299,4/27/2021 11:07,53,joel,eaton,non-binary,Marketer Manager,3,"$19,247 ",Facebook,Sports,"Canada, Pennsylvania",Urban,FALSE,FALSE,FALSE,089-0877310
